customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,MonthlyCharges_Segment,EstimatedCLV,AvgChargesPerMonth,TenureCategory,TotalServices,HasFamily,HighValueCustomer,ContractRisk,PaymentRisk,CustomerSegment,RiskScore,RiskLevel
3162-ZJZFU,Male,0,Yes,Yes,53,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,92.55,4779.45,No,High ($65-95),4905.15,90.17830188679245,Long-term (>3 years),5,1,1,3,3,Premium Long-term,15,Medium Risk
8404-GFGCZ,Male,0,Yes,No,4,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,65.6,250.1,No,High ($65-95),262.4,62.525,New (≤1 year),4,1,0,3,3,Economy New,20,High Risk
8875-AKBYH,Male,1,No,No,20,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.35,1745.2,No,High ($65-95),1687.0,87.26,Medium (1-3 years),3,0,0,3,3,Medium-term,20,High Risk
4432-ADRLB,Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.65,74.9,Yes,Medium ($35-65),89.3,37.45,New (≤1 year),2,0,0,3,2,Economy New,20,High Risk
0533-UCAAU,Male,1,Yes,No,57,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),71.1,4140.1,No,High ($65-95),4052.7,72.63333333333334,Long-term (>3 years),5,1,0,2,1,Economy Long-term,10,Low Risk
1394-SUIUH,Female,1,Yes,No,44,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,85.15,3670.5,No,High ($65-95),3746.6000000000004,83.42045454545455,Long-term (>3 years),5,1,0,3,3,Economy Long-term,17,Medium Risk
3521-MNKLV,Male,0,No,No,24,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,49.7,1167.8,No,Medium ($35-65),1192.8000000000002,48.65833333333333,Medium (1-3 years),3,0,0,3,2,Medium-term,16,Medium Risk
2533-TIBIX,Male,0,Yes,Yes,15,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),30.2,469.65,No,Low (≤$35),453.0,31.31,Medium (1-3 years),2,1,0,3,1,Medium-term,13,Medium Risk
8993-PHFWD,Female,0,No,No,3,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,58.9,Yes,Low (≤$35),75.75,19.633333333333333,New (≤1 year),1,0,0,3,3,Economy New,24,High Risk
1565-RHDJD,Female,0,No,Yes,4,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),84.05,333.55,Yes,High ($65-95),336.2,83.3875,New (≤1 year),4,1,0,3,1,Economy New,16,Medium Risk
7137-RYLPP,Male,1,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.7,3171.15,Yes,High ($65-95),3170.9,85.70675675675676,Long-term (>3 years),3,1,0,3,3,Economy Long-term,18,High Risk
3765-JXVKY,Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.7,74.7,Yes,High ($65-95),74.7,74.7,New (≤1 year),3,0,0,3,3,Economy New,22,High Risk
5092-STPKP,Female,0,No,No,24,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),56.35,1381.2,No,Medium ($35-65),1352.4,57.550000000000004,Medium (1-3 years),4,0,0,3,1,Medium-term,13,Medium Risk
7330-WZLNC,Female,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.8,455.5,Yes,High ($65-95),454.0,91.1,New (≤1 year),4,0,1,3,3,Premium New,21,High Risk
0114-PEGZZ,Female,0,No,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,107.55,3645.5,No,Very High (>$95),3549.15,110.46969696969697,Medium (1-3 years),6,0,1,3,3,Medium-term,16,Medium Risk
3359-DSRKA,Female,0,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.85,1158.85,No,Low (≤$35),1151.3000000000002,19.980172413793102,Long-term (>3 years),1,1,0,1,2,Economy Long-term,10,Low Risk
8639-NHQEI,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),95.9,6954.15,No,Very High (>$95),6904.8,96.58541666666666,Long-term (>3 years),5,1,1,1,1,Premium Long-term,5,Low Risk
7161-DFHUF,Female,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,23.85,1672.1,No,Low (≤$35),1693.3500000000001,23.55070422535211,Long-term (>3 years),1,1,0,1,2,Economy Long-term,10,Low Risk
3957-LXOLK,Female,1,No,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.15,3152.5,Yes,Very High (>$95),2972.2000000000003,112.58928571428571,Medium (1-3 years),6,0,1,3,3,Medium-term,18,High Risk
3720-DBRWL,Male,0,Yes,No,51,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),83.85,4307.1,No,High ($65-95),4276.349999999999,84.45294117647059,Long-term (>3 years),8,1,0,1,1,Economy Long-term,5,Low Risk
6635-MYYYZ,Female,0,No,No,30,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),85.35,2530.4,Yes,High ($65-95),2560.5,84.34666666666666,Medium (1-3 years),8,0,0,2,1,Medium-term,9,Low Risk
8565-WUXZU,Male,1,Yes,No,72,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),84.8,6141.65,No,High ($65-95),6105.599999999999,85.30069444444445,Long-term (>3 years),5,1,0,1,1,Economy Long-term,7,Low Risk
5281-BUZGT,Male,1,No,No,36,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.85,3186.7,Yes,High ($65-95),3270.6,88.51944444444445,Medium (1-3 years),4,0,1,3,3,Medium-term,18,High Risk
4994-OBRSZ,Male,0,No,Yes,14,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),76.1,1054.8,No,High ($65-95),1065.3999999999999,75.34285714285714,Medium (1-3 years),7,1,0,1,1,Medium-term,6,Low Risk
0562-FGDCR,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Mailed check,74.55,5430.65,No,High ($65-95),5367.599999999999,75.42569444444445,Long-term (>3 years),6,1,0,1,2,Economy Long-term,7,Low Risk
2436-QBZFP,Female,0,Yes,Yes,22,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,39.2,849.9,No,Medium ($35-65),862.4000000000001,38.63181818181818,Medium (1-3 years),3,1,0,3,3,Medium-term,17,Medium Risk
3420-YJLQT,Female,0,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,79.55,151.75,No,High ($65-95),159.1,75.875,New (≤1 year),3,0,0,3,3,Economy New,22,High Risk
6040-CGACY,Female,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.6,299.4,No,Low (≤$35),294.0,19.959999999999997,Medium (1-3 years),1,0,0,3,2,Medium-term,18,High Risk
6582-PLFUU,Male,0,Yes,Yes,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.55,1086.75,No,Low (≤$35),997.0500000000001,21.308823529411764,Long-term (>3 years),1,1,0,1,1,Economy Long-term,8,Low Risk
8242-PDSGJ,Male,0,Yes,No,70,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),39.15,2692.75,No,Medium ($35-65),2740.5,38.46785714285714,Long-term (>3 years),4,1,0,1,1,Economy Long-term,5,Low Risk
0264-CNITK,Female,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.1,1389.6,No,Low (≤$35),1427.1000000000001,19.57183098591549,Long-term (>3 years),1,1,0,1,1,Economy Long-term,8,Low Risk
0089-IIQKO,Female,0,Yes,Yes,39,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.95,3767.4,No,Very High (>$95),3898.05,96.60000000000001,Long-term (>3 years),5,1,1,3,1,Premium Long-term,11,Low Risk
7839-NUIAA,Female,0,Yes,Yes,61,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,59.8,3641.5,No,Medium ($35-65),3647.7999999999997,59.69672131147541,Long-term (>3 years),4,1,0,3,3,Economy Long-term,15,Medium Risk
6075-QMNRR,Female,0,No,No,52,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.75,2535.55,No,Medium ($35-65),2587.0,48.760576923076925,Long-term (>3 years),3,0,0,3,1,Economy Long-term,13,Medium Risk
5378-IKEEG,Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,35.75,35.75,Yes,Medium ($35-65),35.75,35.75,New (≤1 year),2,0,0,3,3,Economy New,22,High Risk
5966-EMAZU,Male,0,Yes,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,108.5,6880.85,No,Very High (>$95),6944.0,107.51328125,Long-term (>3 years),7,1,1,2,2,Premium Long-term,10,Low Risk
0440-EKDCF,Male,0,Yes,No,62,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),60.15,3753.2,No,Medium ($35-65),3729.2999999999997,60.53548387096774,Long-term (>3 years),5,1,0,1,1,Economy Long-term,5,Low Risk
4774-HHGGS,Male,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.05,637.55,No,Low (≤$35),571.5,21.251666666666665,Medium (1-3 years),1,1,0,1,2,Medium-term,10,Low Risk
2718-GAXQD,Female,1,Yes,Yes,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,46.0,181.6,Yes,Medium ($35-65),184.0,45.4,New (≤1 year),2,1,0,3,3,Economy New,23,High Risk
2055-BFOCC,Male,1,Yes,No,63,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),84.0,5329.55,No,High ($65-95),5292.0,84.59603174603176,Long-term (>3 years),8,1,0,2,1,Economy Long-term,10,Low Risk
8180-AKMJV,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.55,44.55,No,Medium ($35-65),44.55,44.55,New (≤1 year),2,0,0,3,1,Economy New,18,High Risk
4298-OYIFC,Male,0,Yes,No,15,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.45,1539.8,No,Very High (>$95),1551.75,102.65333333333334,Medium (1-3 years),6,1,1,3,3,Medium-term,16,Medium Risk
5566-SOEZD,Male,0,Yes,Yes,27,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),80.65,2209.75,No,High ($65-95),2177.55,81.8425925925926,Medium (1-3 years),4,1,0,2,1,Medium-term,8,Low Risk
9842-EFSYY,Female,0,No,Yes,4,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,57.2,223.75,No,Medium ($35-65),228.8,55.9375,New (≤1 year),6,1,0,3,2,Economy New,18,High Risk
2272-WUSPA,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,110.75,7751.7,No,Very High (>$95),7974.0,107.6625,Long-term (>3 years),7,1,1,1,3,Premium Long-term,9,Low Risk
4584-LBNMK,Male,1,Yes,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.7,1174.35,No,Low (≤$35),1111.5,26.096666666666664,Long-term (>3 years),1,1,0,2,1,Economy Long-term,13,Medium Risk
3898-GUYTS,Female,1,No,No,45,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,97.05,4385.05,No,Very High (>$95),4367.25,97.44555555555556,Long-term (>3 years),6,0,1,3,3,Premium Long-term,18,High Risk
0930-EHUZA,Female,0,No,No,36,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,76.35,2606.35,No,High ($65-95),2748.6,72.39861111111111,Medium (1-3 years),7,0,0,2,2,Medium-term,11,Low Risk
6413-XKKPU,Male,0,Yes,Yes,17,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.4,1539.45,Yes,High ($65-95),1519.8000000000002,90.55588235294118,Medium (1-3 years),5,1,0,3,3,Medium-term,16,Medium Risk
9975-SKRNR,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.9,18.9,No,Low (≤$35),18.9,18.9,New (≤1 year),1,0,0,3,2,Economy New,22,High Risk
3703-KBKZP,Male,1,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.45,1261.35,No,High ($65-95),1191.2,78.834375,Medium (1-3 years),2,0,0,3,1,Medium-term,16,Medium Risk
1449-XQEMT,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.8,58.15,Yes,Low (≤$35),59.400000000000006,19.383333333333333,New (≤1 year),1,0,0,3,2,Economy New,22,High Risk
2626-URJFX,Male,0,Yes,Yes,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.9,225.6,Yes,Medium ($35-65),203.6,56.4,New (≤1 year),2,1,0,3,3,Economy New,21,High Risk
4973-MGTON,Female,0,Yes,No,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),84.4,5969.3,No,High ($65-95),5992.400000000001,84.07464788732395,Long-term (>3 years),8,1,0,1,1,Economy Long-term,5,Low Risk
3682-YEUWS,Male,0,Yes,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.4,253.9,No,Low (≤$35),244.0,25.39,New (≤1 year),1,1,0,3,2,Economy New,19,High Risk
1223-UNPKS,Male,0,Yes,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.05,400.0,No,Low (≤$35),401.0,20.0,Medium (1-3 years),1,1,0,1,2,Medium-term,11,Low Risk
2612-RRIDN,Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,81.0,340.85,Yes,High ($65-95),324.0,85.2125,New (≤1 year),3,0,0,3,3,Economy New,22,High Risk
4735-ASGMA,Male,0,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.35,2515.3,Yes,Very High (>$95),2557.1,96.7423076923077,Medium (1-3 years),5,0,1,3,3,Medium-term,16,Medium Risk
3446-QDSZF,Female,0,No,No,4,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),55.5,227.35,No,Medium ($35-65),222.0,56.8375,New (≤1 year),3,0,0,3,1,Economy New,18,High Risk
3669-LVWZB,Male,0,No,No,5,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,51.0,305.95,Yes,Medium ($35-65),255.0,61.19,New (≤1 year),4,0,0,3,2,Economy New,19,High Risk
6892-EZDTG,Female,0,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.65,365.4,Yes,High ($65-95),366.6,91.35,New (≤1 year),4,1,1,3,3,Premium New,20,High Risk
5117-IFGPS,Male,1,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.3,2357.75,No,High ($65-95),2444.7,81.30172413793103,Medium (1-3 years),3,1,0,3,3,Medium-term,18,High Risk
7379-FNIUJ,Male,0,No,No,2,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,100.2,198.5,No,Very High (>$95),200.4,99.25,New (≤1 year),6,0,1,3,3,Premium New,21,High Risk
1627-AFWVJ,Female,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.4,554.25,No,Low (≤$35),562.5999999999999,19.112068965517242,Medium (1-3 years),1,0,0,1,2,Medium-term,11,Low Risk
9725-SCPZG,Male,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.85,90.85,Yes,High ($65-95),90.85,90.85,New (≤1 year),4,1,1,3,3,Premium New,20,High Risk
5884-GCYMI,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,69.4,69.4,Yes,High ($65-95),69.4,69.4,New (≤1 year),2,0,0,3,2,Economy New,20,High Risk
3217-FZDMN,Female,1,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.45,742.95,Yes,High ($65-95),755.6,92.86875,New (≤1 year),5,0,1,3,1,Premium New,17,Medium Risk
4486-EFAEB,Male,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.4,251.65,No,Low (≤$35),265.2,19.357692307692307,Medium (1-3 years),1,0,0,3,3,Medium-term,20,High Risk
0060-FUALY,Female,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,94.75,5597.65,No,High ($65-95),5590.25,94.87542372881356,Long-term (>3 years),5,1,1,3,3,Premium Long-term,15,Medium Risk
7853-GVUDZ,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.15,20.15,Yes,Low (≤$35),20.15,20.15,New (≤1 year),1,1,0,3,1,Economy New,19,High Risk
7480-QNVZJ,Male,1,No,No,50,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.7,4816.7,Yes,Very High (>$95),4785.0,96.334,Long-term (>3 years),4,0,1,3,3,Premium Long-term,18,High Risk
6954-OOYZZ,Male,0,Yes,No,18,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.35,768.05,No,Medium ($35-65),798.3000000000001,42.669444444444444,Medium (1-3 years),2,1,0,3,1,Medium-term,13,Medium Risk
7088-FBAWU,Female,0,Yes,Yes,17,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,74.55,1215.8,No,High ($65-95),1267.35,71.51764705882353,Medium (1-3 years),6,1,0,3,2,Medium-term,14,Medium Risk
8313-AFGBW,Male,0,Yes,No,47,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,73.6,3522.65,No,High ($65-95),3459.2,74.95,Long-term (>3 years),6,1,0,1,3,Economy Long-term,9,Low Risk
3943-KDREE,Female,0,No,No,26,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.95,1834.95,Yes,High ($65-95),1948.7,70.575,Medium (1-3 years),2,0,0,3,1,Medium-term,13,Medium Risk
9239-ZBZZV,Female,0,No,No,6,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,47.95,305.1,Yes,Medium ($35-65),287.70000000000005,50.85,New (≤1 year),4,0,0,3,3,Economy New,21,High Risk
3097-IDVPU,Male,0,Yes,Yes,19,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),50.1,910.45,No,Medium ($35-65),951.9,47.91842105263158,Medium (1-3 years),2,1,0,3,1,Medium-term,13,Medium Risk
4398-HSCJH,Female,0,No,No,3,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,63.6,155.65,Yes,Medium ($35-65),190.8,51.88333333333333,New (≤1 year),4,0,0,3,3,Economy New,21,High Risk
2197-OMWGI,Female,1,Yes,Yes,68,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,53.0,3656.25,No,Medium ($35-65),3604.0,53.768382352941174,Long-term (>3 years),5,1,0,1,3,Economy Long-term,11,Low Risk
2303-PJYHN,Female,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.85,52.0,No,Low (≤$35),39.7,26.0,New (≤1 year),1,1,0,3,1,Economy New,19,High Risk
9795-VOWON,Male,0,No,No,7,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),24.35,150.85,No,Low (≤$35),170.45000000000002,21.55,New (≤1 year),1,0,0,2,1,Economy New,15,Medium Risk
1237-WIYYZ,Female,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.55,389.25,No,Low (≤$35),351.90000000000003,21.625,Medium (1-3 years),1,0,0,3,2,Medium-term,18,High Risk
1987-AUELQ,Female,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.05,1873.7,No,Low (≤$35),1778.55,26.390140845070423,Long-term (>3 years),1,1,0,1,1,Economy Long-term,8,Low Risk
7852-LECYP,Male,1,Yes,No,13,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),93.8,1261.0,No,High ($65-95),1219.3999999999999,97.0,Medium (1-3 years),5,1,1,3,1,Medium-term,14,Medium Risk
4430-UZIPO,Male,0,No,No,3,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,36.85,108.7,Yes,Medium ($35-65),110.55000000000001,36.233333333333334,New (≤1 year),3,0,0,3,2,Economy New,20,High Risk
4822-LPTYJ,Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),103.75,7346.2,No,Very High (>$95),7470.0,102.03055555555555,Long-term (>3 years),6,1,1,1,1,Premium Long-term,5,Low Risk
8165-CBKXO,Male,0,Yes,Yes,66,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),56.75,3708.4,No,Medium ($35-65),3745.5,56.18787878787879,Long-term (>3 years),5,1,0,1,1,Economy Long-term,5,Low Risk
6527-PZFPV,Male,0,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.8,469.65,No,Low (≤$35),499.20000000000005,19.568749999999998,Medium (1-3 years),1,1,0,2,1,Medium-term,12,Medium Risk
4855-SNKMY,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.1,44.1,Yes,Medium ($35-65),44.1,44.1,New (≤1 year),2,0,0,3,3,Economy New,22,High Risk
9593-CVZKR,Female,0,Yes,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.45,1385.85,No,Low (≤$35),1369.2,24.74732142857143,Long-term (>3 years),1,1,0,1,2,Economy Long-term,10,Low Risk
8595-SIZNC,Female,1,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.6,548.8,No,Low (≤$35),563.2,24.94545454545454,Medium (1-3 years),1,1,0,2,1,Medium-term,14,Medium Risk
8008-HAWED,Male,0,No,No,14,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.75,712.75,Yes,Medium ($35-65),710.5,50.910714285714285,Medium (1-3 years),4,0,0,3,3,Medium-term,17,Medium Risk
7124-UGSUR,Female,1,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.4,6405.0,Yes,Very High (>$95),6368.400000000001,105.0,Long-term (>3 years),6,1,1,2,1,Premium Long-term,10,Low Risk
1862-SKORY,Female,1,Yes,No,40,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,39.3,1637.4,Yes,Medium ($35-65),1572.0,40.935,Long-term (>3 years),3,1,0,3,3,Economy Long-term,18,High Risk
5236-XMZJY,Female,0,No,No,42,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),59.65,2536.55,No,Medium ($35-65),2505.2999999999997,60.394047619047626,Long-term (>3 years),5,0,0,3,1,Economy Long-term,12,Medium Risk
4827-DPADN,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),83.3,6042.7,No,High ($65-95),5997.599999999999,83.92638888888888,Long-term (>3 years),7,1,0,1,1,Economy Long-term,5,Low Risk
2694-CIUMO,Female,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),79.55,958.25,No,High ($65-95),954.5999999999999,79.85416666666667,New (≤1 year),3,0,0,3,1,Economy New,16,Medium Risk
5846-ABOBJ,Male,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.45,1730.65,No,Low (≤$35),1735.95,24.375352112676058,Long-term (>3 years),1,1,0,1,1,Economy Long-term,8,Low Risk
1439-LCGVL,Female,0,Yes,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.2,459.6,No,Low (≤$35),499.2,17.676923076923078,Medium (1-3 years),1,1,0,2,2,Medium-term,13,Medium Risk
0909-SDHNU,Female,0,No,Yes,7,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,29.8,201.95,No,Low (≤$35),208.6,28.849999999999998,New (≤1 year),2,1,0,3,2,Economy New,17,Medium Risk
4647-XXZAM,Female,0,Yes,Yes,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.5,285.2,No,Medium ($35-65),273.0,47.53333333333333,New (≤1 year),2,1,0,3,2,Economy New,19,High Risk
1502-XFCVR,Female,0,No,No,58,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.45,6145.85,Yes,Very High (>$95),6174.1,105.96293103448276,Long-term (>3 years),7,0,1,2,3,Premium Long-term,13,Medium Risk
